"sku","name","category_name","item_type","description","strength","dosage_form","uom_abbreviation","is_batch_tracked","is_expiry_tracked","is_cold_chain","is_hazardous","is_essential","is_controlled","is_asset","replenishment_type","valuation_method","manufacturers","source"
"DRUG-acemetacin-0001","Acemetacin","Analgesics & Anti-inflammatory","drug","Acemetacin | (60 mg) | Dosage: Capsule | Mfr: Orion Pharma Ltd.","60 mg","Capsule","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Orion Pharma Ltd.","medex.com.bd"
"DRUG-acetate-formulation-hemodialysis-solutio-0002","Acetate Formulation [Hemodialysis Solution]","Renal & Dialysis","drug","Acetate Formulation [Hemodialysis Solution] | Dosage: Dialysis Solution | Mfr: Popular Pharmaceuticals Ltd.","","Dialysis Solution","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Popular Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-acetazolamide-0003","Acetazolamide","Cardiovascular","drug","Acetazolamide | (250 mg) | Dosage: Tablet | Mfr: ACME Laboratories Ltd., Reman Drug Laboratories Ltd.","250 mg","Tablet","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","ACME Laboratories Ltd.; Reman Drug Laboratories Ltd.","medex.com.bd"
"DRUG-acetylcysteine-0004","Acetylcysteine","Respiratory","drug","Acetylcysteine | (100 mg/sachet, 600 mg, Beximco Pharmaceuticals Ltd.) | Dosage: 600 Mg, 600 Mg/3 Ml, Dispersible Tablet | Mfr: Alytus, Effervescent Granules","100 mg/sachet; 600 mg; Beximco Pharmaceuticals Ltd.; Drug International Ltd.; Healthcare Pharmaceuticals Ltd.; Opsonin Pharma Ltd.; Tylace; Viscotin","600 Mg; 600 Mg/3 Ml; Dispersible Tablet; Effervescent Granules; Effervescent Tablet; Nipro Jmi Pharma Ltd.; Square Pharmaceuticals Plc; Unimed Unihealth Pharmaceuticals Ltd.","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Alytus; Effervescent Granules; Effervescent Tablet; Eskayef Pharmaceuticals Ltd.; Mucomist; Mucomist DT; Mukof; Nacsol; Nebuliser Solution; Opsonin Pharma Ltd.","medex.com.bd"
"DRUG-acidic-component-hco3-hemodialysis-solut-0005","Acidic component [HCO3 Hemodialysis Solution]","Renal & Dialysis","drug","Acidic component [HCO3 Hemodialysis Solution] | (Greenland Pharmaceuticals Ltd., Labaid Pharma Ltd.) | Dosage: Dialysis Solution | Mfr: Gonoshasthaya Pharma Ltd., Popular Pharmaceuticals Ltd.","Greenland Pharmaceuticals Ltd.; Labaid Pharma Ltd.","Dialysis Solution","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Gonoshasthaya Pharma Ltd.; Popular Pharmaceuticals Ltd.; Renalaid-A; Square Pharmaceuticals PLC","medex.com.bd"
"DRUG-acitretin-0006","Acitretin","Dermatologicals","drug","Acitretin | (10 mg, 25 mg, ACI Limited) | Dosage: 10 Mg, 25 Mg, Capsule | Mfr: ACI Limited, Soritin","10 mg; 25 mg; ACI Limited; Opsonin Pharma Ltd.","10 Mg; 25 Mg; Capsule","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","ACI Limited; Soritin; UniMed UniHealth Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-aclidinium-bromide-formoterol-fumarate-0007","Aclidinium Bromide + Formoterol Fumarate","Respiratory","drug","Aclidinium Bromide + Formoterol Fumarate | (400 mcg+12 mcg) | Dosage: Dry Powder Inhalation Capsule (Dpi) | Mfr: Square Pharmaceuticals PLC","400 mcg+12 mcg","Dry Powder Inhalation Capsule (Dpi)","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Square Pharmaceuticals PLC","medex.com.bd"
"DRUG-activated-charcoal-0008","Activated Charcoal","Antidotes & Antivenoms","drug","Activated Charcoal | (500 mg) | Dosage: Capsule | Mfr: Total Herbal & Nutraceuticals","500 mg","Capsule","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Total Herbal & Nutraceuticals","medex.com.bd"
"DRUG-acyclovir-injection-0009","Acyclovir (Injection)","Antivirals","drug","Acyclovir (Injection) | (250 mg/vial, 500 mg/vial, Ibn Sina Pharmaceuticals Ltd.) | Dosage: 1 Gm/Vial, 250 Mg/Vial, 500 Mg/Vial | Mfr: Aristopharma Ltd., Clovir","250 mg/vial; 500 mg/vial; Ibn Sina Pharmaceuticals Ltd.; Incepta Pharmaceuticals Ltd.; Virunil; Virux; Xovir","1 Gm/Vial; 250 Mg/Vial; 500 Mg/Vial; Beacon Pharmaceuticals Plc; Globe Pharmaceuticals Ltd.; IV Infusion; Square Pharmaceuticals Plc","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Aristopharma Ltd.; Clovir; IV Infusion; Opsonin Pharma Ltd.; Simplovir; Virunil","medex.com.bd"
"DRUG-acyclovir-ophthalmic-0010","Acyclovir (Ophthalmic)","Antivirals","drug","Acyclovir (Ophthalmic) | (0.03, Biopharma Limited, General Pharmaceuticals Ltd.) | Dosage: 0.03, Ophthalmic Ointment, Zas Corporation | Mfr: Aristopharma Ltd., Cuvir","0.03; Biopharma Limited; General Pharmaceuticals Ltd.; Ibn Sina Pharmaceuticals Ltd.; Nipa Pharmaceuticals Ltd.; OSL Pharma Limited","0.03; Ophthalmic Ointment; Zas Corporation","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Aristopharma Ltd.; Cuvir; Cyclovex; Opsonin Pharma Ltd.; Optivir; Reman Drug Laboratories Ltd.; Virine; Virupos","medex.com.bd"
"DRUG-adrenaline-0011","Adrenaline","Anesthetics","drug","Adrenaline | (1 mg/ml, Gonoshasthaya Pharma Ltd.) | Dosage: 1 Mg/Ml, Injection | Mfr: Gaco Pharmaceuticals Ltd., Incepta Pharmaceuticals Ltd.","1 mg/ml; Gonoshasthaya Pharma Ltd.","1 Mg/Ml; Injection","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Gaco Pharmaceuticals Ltd.; Incepta Pharmaceuticals Ltd.; Techno Drugs Ltd.","medex.com.bd"
"DRUG-adsorbed-tetanus-vaccine-0012","Adsorbed tetanus vaccine","Vaccines & Immunoglobulins","drug","Adsorbed tetanus vaccine | (40 IU/0.5 ml) | Dosage: Im Injection | Mfr: Incepta Pharmaceuticals Ltd., Popular Pharmaceuticals Ltd.","40 IU/0.5 ml","Im Injection","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Incepta Pharmaceuticals Ltd.; Popular Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-afatinib-dimaleate-0013","Afatinib Dimaleate","Oncology","drug","Afatinib Dimaleate | (40 mg, Aristopharma Ltd.) | Dosage: 40 Mg, Tablet | Mfr: Beacon Pharmaceuticals PLC, Drug International Ltd.","40 mg; Aristopharma Ltd.","40 Mg; Tablet","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Beacon Pharmaceuticals PLC; Drug International Ltd.; Healthcare Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-aflibercept-0014","Aflibercept","Ophthalmologicals","drug","Aflibercept | (100 mg/4 ml) | Dosage: IV Infusion | Mfr: Synovia Pharma PLC.
(Mfg. by: Genzyme Corporation)","100 mg/4 ml","IV Infusion","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Synovia Pharma PLC.
(Mfg. by: Genzyme Corporation)","medex.com.bd"
"DRUG-agomelatine-0015","Agomelatine","CNS & Psychotropics","drug","Agomelatine | (25 mg) | Dosage: Tablet | Mfr: Beacon Pharmaceuticals PLC, Everest Pharmaceuticals Ltd.","25 mg","Tablet","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Beacon Pharmaceuticals PLC; Everest Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-albendazole-0016","Albendazole","Systemic Antifungals","drug","Albendazole | (400 mg, Albazol DS, Alben) | Dosage: 200 Mg/5 Ml, 400 Mg, Aexim Pharmaceuticals Ltd. | Mfr: AH, AL-DS","400 mg; Albazol DS; Alben; Alben-DS; Albenda DS; Albendol; Drug International Ltd.; Globe Pharmaceuticals Ltd.; Kemiko Pharmaceuticals Ltd.; Navana Pharmaceuticals Ltd.","200 Mg/5 Ml; 400 Mg; Aexim Pharmaceuticals Ltd.; Central Pharmaceuticals Ltd.; Chewable Tablet; Eskayef Pharmaceuticals Ltd.; Globex Pharmaceuticals Ltd.; Ziska Pharmaceuticals Ltd.","EA","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","min_max","fifo","AH; AL-DS; Al-Madina Pharmaceuticals Ltd.; Alba; Albamax DS; Chewable Tablet; Oral Suspension; Prime Pharmaceuticals Ltd.; Team Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-albumin-human-0017","Albumin (Human)","IV Fluids & Electrolytes","drug","Albumin (Human) | (0.05, 0.2, 0.25) | Dosage: 0.05, 0.2, 0.25 | Mfr: Albutein, Discount Pharma
(Mfg. by: Octapharma S.A.S., France)","0.05; 0.2; 0.25; City Overseas Ltd.
(Mfg. by: Human BioPlazma LLC, Hungary); International Agencies (Bd.) Limited
(Mfg. by: CSL Behring AG, Switzerland); Shuvro Limited
(Mfg. by: Alpha Therapeutic Corporation)","0.05; 0.2; 0.25; IV Infusion; Zas Corporation
(Mfg. By: Kedrion S.P.A, Italy)","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Albutein; Discount Pharma
(Mfg. by: Octapharma S.A.S., France); Human Albumin; Uman Albumin","medex.com.bd"
"DRUG-alcaftadine-0018","Alcaftadine","Ophthalmologicals","drug","Alcaftadine | (0.0025, Aristopharma Ltd., Eskayef Pharmaceuticals Ltd.) | Dosage: 0.0025, General Pharmaceuticals Ltd., Navana Pharmaceuticals Ltd. | Mfr: ACI Limited, Altadin","0.0025; Aristopharma Ltd.; Eskayef Pharmaceuticals Ltd.; Icaft; Incepta Pharmaceuticals Ltd.; OSL Pharma Limited; Opsonin Pharma Ltd.","0.0025; General Pharmaceuticals Ltd.; Navana Pharmaceuticals Ltd.; Ophthalmic Solution","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","ACI Limited; Altadin; Caftadin; Caftalast; Eyecaf; Genacaft; Healthcare Pharmaceuticals Ltd.; Ophthalmic Solution; Popular Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-alectinib-0019","Alectinib","Oncology","drug","Alectinib | (150 mg) | Dosage: Capsule | Mfr: Everest Pharmaceuticals Ltd., Roche Bangladesh Ltd.","150 mg","Capsule","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Everest Pharmaceuticals Ltd.; Roche Bangladesh Ltd.","medex.com.bd"
"DRUG-alendronic-acid-0020","Alendronic acid","Musculoskeletal","drug","Alendronic acid | (10 mg, 70 mg) | Dosage: Tablet | Mfr: Beximco Pharmaceuticals Ltd.","10 mg; 70 mg","Tablet","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Beximco Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-almotriptan-0021","Almotriptan","CNS & Psychotropics","drug","Almotriptan | (6.25 mg) | Dosage: Tablet | Mfr: NIPRO JMI Pharma Ltd., Opsonin Pharma Ltd.","6.25 mg","Tablet","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","NIPRO JMI Pharma Ltd.; Opsonin Pharma Ltd.","medex.com.bd"
"DRUG-aloe-vera-vitamin-e-acetate-0022","Aloe Vera & Vitamin E Acetate","Vitamins & Minerals","drug","Aloe Vera & Vitamin E Acetate | ((500 mg+25 mg)/5 gm) | Dosage: Lotion | Mfr: UniMed UniHealth Pharmaceuticals Ltd.","(500 mg+25 mg)/5 gm","Lotion","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","UniMed UniHealth Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-aloe-vera-gel-0023","Aloe Vera Gel","Dermatologicals","drug","Aloe Vera Gel | (99 gm/100 gm) | Dosage: Topical Gel | Mfr: UniMed UniHealth Pharmaceuticals Ltd.","99 gm/100 gm","Topical Gel","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","UniMed UniHealth Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-alogliptin-benzoate-0024","Alogliptin Benzoate","Antidiabetics","drug","Alogliptin Benzoate | (12.5 mg, 25 mg, ACME Laboratories Ltd.) | Dosage: 12.5 Mg, 25 Mg, 6.25 Mg | Mfr: ACME Laboratories Ltd., Aloglip","12.5 mg; 25 mg; ACME Laboratories Ltd.; Drug International Ltd.; Navana Pharmaceuticals Ltd.","12.5 Mg; 25 Mg; 6.25 Mg; Drug International Ltd.; Tablet","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","ACME Laboratories Ltd.; Aloglip; Eskayef Pharmaceuticals Ltd.; Ligotin","medex.com.bd"
"DRUG-alpelisib-0025","Alpelisib","Oncology","drug","Alpelisib | (150 mg) | Dosage: Tablet | Mfr: Everest Pharmaceuticals Ltd.","150 mg","Tablet","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Everest Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-alpha-lipoic-acid-0026","Alpha Lipoic Acid","Vitamins & Minerals","drug","Alpha Lipoic Acid | (300 mg, 500 mg, 600 mg/ampoule) | Dosage: 600 Mg, Capsule, Injection | Mfr: Square Pharmaceuticals PLC, Total Herbal & Nutraceuticals","300 mg; 500 mg; 600 mg/ampoule; River Pharma","600 Mg; Capsule; Injection","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Square Pharmaceuticals PLC; Total Herbal & Nutraceuticals; ZAS Corporation
(Mfg. by: Solupharm GmbH, Germany)","medex.com.bd"
"DRUG-alphanate-0027","Alphanate","Hemostatics","drug","Alphanate | (250 IU/vial) | Dosage: IV Infusion | Mfr: Grifols Biologicals LLC","250 IU/vial","IV Infusion","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Grifols Biologicals LLC","medex.com.bd"
"DRUG-alprazolam-0028","Alprazolam","CNS & Psychotropics","drug","Alprazolam | (0.25 mg, 0.5 mg, Alprazol) | Dosage: 0.25 Mg, 0.5 Mg, 1 Mg | Mfr: Alprax, Alprax XR","0.25 mg; 0.5 mg; Alprazol; Alzolam; Asiatic Laboratories Ltd.; Opsonin Pharma Ltd.; Serelam","0.25 Mg; 0.5 Mg; 1 Mg; 2 Mg; Albion Laboratories Limited; General Pharmaceuticals Ltd.; Sun Pharmaceutical (Bangladesh) Ltd.; Tablet","EA","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","min_max","fifo","Alprax; Alprax XR; Alprazol; Asiatic Laboratories Ltd.; Tablet; United Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-alteplase-0029","Alteplase","Cardiovascular","drug","Alteplase | (50 mg/50 ml) | Dosage: IV Infusion | Mfr: Radiant Pharmaceuticals Ltd.
(Mfg. by: Boehringer Ingelheim)","50 mg/50 ml","IV Infusion","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Radiant Pharmaceuticals Ltd.
(Mfg. by: Boehringer Ingelheim)","medex.com.bd"
"DRUG-aluminium-chloride-melaleuca-alternifoli-0030","Aluminium Chloride + Melaleuca Alternifolia Oil + Geothermal water","Dermatologicals","drug","Aluminium Chloride + Melaleuca Alternifolia Oil + Geothermal water | (20%+5%) | Dosage: Topical Spray | Mfr: Opsonin Pharma Ltd.","20%+5%","Topical Spray","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Opsonin Pharma Ltd.","medex.com.bd"
"DRUG-amino-acid-0031","Amino Acid","IV Fluids & Electrolytes","drug","Amino Acid | (0.08) | Dosage: IV Infusion | Mfr: Radiant Pharmaceuticals Ltd.
(Mfg. by: Fresenius Kabi)","0.08","IV Infusion","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Radiant Pharmaceuticals Ltd.
(Mfg. by: Fresenius Kabi)","medex.com.bd"
"DRUG-amino-acid-calcium-0032","Amino Acid + Calcium","IV Fluids & Electrolytes","drug","Amino Acid + Calcium | Dosage: Tablet | Mfr: Janata Traders
(Mfg. by: Fresenius Kabi)","","Tablet","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Janata Traders
(Mfg. by: Fresenius Kabi)","medex.com.bd"
"DRUG-amino-acid-ketoanalogues-0033","Amino Acid Ketoanalogues","IV Fluids & Electrolytes","drug","Amino Acid Ketoanalogues | (600 mg, ACI Limited, Eskayef Pharmaceuticals Ltd.) | Dosage: 600 Mg, Tablet | Mfr: Beacon Pharmaceuticals PLC, Healthcare Pharmaceuticals Ltd.","600 mg; ACI Limited; Eskayef Pharmaceuticals Ltd.; Everest Pharmaceuticals Ltd.; Radiant Pharmaceuticals Ltd.
(Mfg. by: Pharmacil Limited)","600 Mg; Tablet","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Beacon Pharmaceuticals PLC; Healthcare Pharmaceuticals Ltd.; Remino; RenoAlfa; Renolog; UniMed UniHealth Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-amino-acid-d-sorbitol-electrolytes-0034","Amino Acid, D-Sorbitol & Electrolytes","IV Fluids & Electrolytes","drug","Amino Acid, D-Sorbitol & Electrolytes | (0.05, ACME Laboratories Ltd., Clinosol) | Dosage: 0.05, 0.1, Beximco Pharmaceuticals Ltd. | Mfr: Aminomix, Aminosin","0.05; ACME Laboratories Ltd.; Clinosol; Esamin; Ibn Sina Pharmaceuticals Ltd.; Nutrilive; Nutrimin; OSL Pharma Limited; Powersol; UniMed UniHealth Pharmaceuticals Ltd.","0.05; 0.1; Beximco Pharmaceuticals Ltd.; General Pharmaceuticals Ltd.; Healthcare Pharmaceuticals Ltd.; IV Infusion; Monicopharma Ltd.; Opsonin Pharma Ltd.; Popular Pharmaceuticals Ltd.","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Aminomix; Aminosin; Aminosol Vit; Aminosyn; Amisol; Biopharma Limited; Globe Pharmaceuticals Ltd.; IV Infusion; SMC Enterprise Ltd","medex.com.bd"
"DRUG-amino-acid-d-sorbitol-vitamins-electroly-0035","Amino Acid, D-sorbitol, Vitamins & Electrolytes","Vitamins & Minerals","drug","Amino Acid, D-sorbitol, Vitamins & Electrolytes | (5%+10%) | Dosage: IV Infusion | Mfr: OSL Pharma Limited, Opsonin Pharma Ltd.","5%+10%","IV Infusion","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","OSL Pharma Limited; Opsonin Pharma Ltd.","medex.com.bd"
"DRUG-amino-acid-dextrose-eloctrolytes-0036","Amino Acid, Dextrose & Eloctrolytes","IV Fluids & Electrolytes","drug","Amino Acid, Dextrose & Eloctrolytes | (5%+10%) | Dosage: IV Infusion | Mfr: Eskayef Pharmaceuticals Ltd.","5%+10%","IV Infusion","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Eskayef Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-amino-acids-glucose-electrolytes-0037","Amino acids, Glucose & Electrolytes","IV Fluids & Electrolytes","drug","Amino acids, Glucose & Electrolytes | (7%+10%, ACI Limited, Beximco Pharmaceuticals Ltd.) | Dosage: 7%+10%, Beacon Pharmaceuticals Plc, IV Infusion | Mfr: Clinosol Gold, Globe Pharmaceuticals Ltd.","7%+10%; ACI Limited; Beximco Pharmaceuticals Ltd.; Opsonin Pharma Ltd.; Orion Infusion Ltd.; Popular Pharmaceuticals Ltd.","7%+10%; Beacon Pharmaceuticals Plc; IV Infusion","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Clinosol Gold; Globe Pharmaceuticals Ltd.; Ibn Sina Pharmaceuticals Ltd.; Nutrimin-D; OSL Pharma Limited; Proliv-Plus; Repotyn Max; Xemocid Gold","medex.com.bd"
"DRUG-aminocaproic-acid-0038","Aminocaproic acid","Hemostatics","drug","Aminocaproic acid | (1 gm/5 ml, 2 gm/10 ml, Chemist Laboratories Ltd.) | Dosage: 1 Gm/5 Ml, Injection | Mfr: Hemosin, Pacific Pharmaceuticals Ltd.","1 gm/5 ml; 2 gm/10 ml; Chemist Laboratories Ltd.; Edruc Limited","1 Gm/5 Ml; Injection","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Hemosin; Pacific Pharmaceuticals Ltd.; Techno Drugs Ltd.","medex.com.bd"
"DRUG-aminophylline-0039","Aminophylline","Respiratory","drug","Aminophylline | (100 mg, 125 mg/5 ml, Indo Bangla Pharmaceutical) | Dosage: 100 Mg, 125 Mg/5 Ml, 175 Mg | Mfr: Ambee Pharmaceuticals Ltd., Bristol Pharmaceuticals Ltd.","100 mg; 125 mg/5 ml; Indo Bangla Pharmaceutical; Opsonin Pharma Ltd.; Pacific Pharmaceuticals Ltd.","100 Mg; 125 Mg/5 Ml; 175 Mg; 350 Mg; Iv Injection; Pacific Pharmaceuticals Ltd.; Tablet","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Ambee Pharmaceuticals Ltd.; Bristol Pharmaceuticals Ltd.; Filin; Indophyllin; Minomal R; Minomal SR","medex.com.bd"
"DRUG-amiodarone-hydrochloride-0040","Amiodarone Hydrochloride","Cardiovascular","drug","Amiodarone Hydrochloride | (100 mg, 150 mg/3 ml, 200 mg) | Dosage: 100 Mg, 200 Mg, Injection | Mfr: Drug International Ltd., Pacet","100 mg; 150 mg/3 ml; 200 mg; Beximco Pharmaceuticals Ltd.; Synovia Pharma PLC.","100 Mg; 200 Mg; Injection; Tablet","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Drug International Ltd.; Pacet; Synovia Pharma PLC.; ZAS Corporation
(Mfg. by: Mefar Iiac Sanayii, Turkey)","medex.com.bd"
"DRUG-amlodipine-besilate-valsartan-0041","Amlodipine Besilate + Valsartan","Cardiovascular","drug","Amlodipine Besilate + Valsartan | (10 mg+160 mg, 5 mg+160 mg, 5 mg+80 mg) | Dosage: 10 Mg+160 Mg, 5 Mg+160 Mg, 5 Mg+80 Mg | Mfr: AV, Amlovas VS","10 mg+160 mg; 5 mg+160 mg; 5 mg+80 mg; Avodil VL; Co-Disys; Co-Valtin; Drug International Ltd.; Popular Pharmaceuticals Ltd.","10 Mg+160 Mg; 5 Mg+160 Mg; 5 Mg+80 Mg; Acme Laboratories Ltd.; Drug International Ltd.; Healthcare Pharmaceuticals Ltd.; Opsonin Pharma Ltd.; Tablet","EA","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","min_max","fifo","AV; Amlovas VS; Incepta Pharmaceuticals Ltd.; Tablet","medex.com.bd"
"DRUG-amorolfine-hydrochloride-nail-lacquer-0042","Amorolfine Hydrochloride (Nail Lacquer)","Dermatologicals","drug","Amorolfine Hydrochloride (Nail Lacquer) | (5% w/v) | Dosage: Nail Lacquer | Mfr: Incepta Pharmaceuticals Ltd.","5% w/v","Nail Lacquer","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Incepta Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-amorolfine-hydrochloride-cream-0043","Amorolfine Hydrochloride (cream)","Dermatologicals","drug","Amorolfine Hydrochloride (cream) | (0.0025) | Dosage: Cream | Mfr: Biopharma Limited, Navana Pharmaceuticals Ltd.","0.0025","Cream","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Biopharma Limited; Navana Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-amoxicillin-clavulanic-acid-0044","Amoxicillin + Clavulanic Acid","Antibiotics","drug","Amoxicillin + Clavulanic Acid | ((1 gm+200 mg)/20 ml, (125 mg+31.25 mg)/5 ml, 500 mg+125 mg) | Dosage: (125 Mg+31.25 Mg)/5 Ml, (400 Mg+57.50 Mg)/5 Ml, 500 Mg+125 Mg | Mfr: Amoclav Forte, Amotid CL","(1 gm+200 mg)/20 ml; (125 mg+31.25 mg)/5 ml; 500 mg+125 mg; Amovix; AmoxyClavulanic; Apoxyclav; Aristomox CV; Biopharma Limited; OSL Pharma Limited; Techno Drugs Ltd.","(125 Mg+31.25 Mg)/5 Ml; (400 Mg+57.50 Mg)/5 Ml; 500 Mg+125 Mg; 875 Mg+125 Mg; Apex Pharmaceuticals Ltd.; Aristopharma Ltd.; Iv Injection; Osl Pharma Limited; Pharmik Laboratories Ltd.; Powder For Suspension; Tablet","EA","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","min_max","fifo","Amoclav Forte; Amotid CL; Amovix; IV Injection; Powder for Suspension; Tablet; Techno Drugs Ltd.","medex.com.bd"
"DRUG-amoxicillin-trihydrate-0045","Amoxicillin Trihydrate","Antibiotics","drug","Amoxicillin Trihydrate | (125 mg/5 ml, 500 mg, Aexim Pharmaceuticals Ltd.) | Dosage: 125 Mg/1.25 Ml, 125 Mg/5 Ml, 250 Mg | Mfr: Aexim Pharmaceuticals Ltd., Almoxil","125 mg/5 ml; 500 mg; Aexim Pharmaceuticals Ltd.; Ambee Pharmaceuticals Ltd.; Amocap; Amocil; Amocin","125 Mg/1.25 Ml; 125 Mg/5 Ml; 250 Mg; Capsule; Mst Pharma; Pacific Pharmaceuticals Ltd.; Powder For Suspension; Sonear Laboratories Ltd.","EA","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","min_max","fifo","Aexim Pharmaceuticals Ltd.; Almoxil; Ambeexin; Amocap; Capsule; Powder for Suspension; Team Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-amphotericin-b-0046","Amphotericin B","Systemic Antifungals","drug","Amphotericin B | (50 mg/vial) | Dosage: IV Infusion | Mfr: Beacon Pharmaceuticals PLC, Incepta Pharmaceuticals Ltd.","50 mg/vial","IV Infusion","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Beacon Pharmaceuticals PLC; Incepta Pharmaceuticals Ltd.","medex.com.bd"
