"sku","name","category_name","item_type","description","strength","dosage_form","uom_abbreviation","is_batch_tracked","is_expiry_tracked","is_cold_chain","is_hazardous","is_essential","is_controlled","is_asset","replenishment_type","valuation_method","manufacturers","source"
"VPR-sun-visor-right-hzj78-79-0661","SUN-VISOR, right, HZJ78/79","Vehicle Parts","supply","SUN-VISOR, right, HZJ78/79","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-sun-visor-left-hzj78-79-0662","SUN-VISOR, left, HZJ78/79","Vehicle Parts","supply","SUN-VISOR, left, HZJ78/79","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-sun-visor-left-hzj7-after2009-0663","SUN-VISOR, left, HZJ7# after2009","Vehicle Parts","supply","SUN-VISOR, left, HZJ7# after2009","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-mudguard-rr-right-hzj78mk2-0664","MUDGUARD, RR, right, HZJ78MK2","Vehicle Parts","supply","MUDGUARD, RR, right, HZJ78MK2","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-mudguard-rr-left-hzj78mk2-0665","MUDGUARD, RR, left, HZJ78MK2","Vehicle Parts","supply","MUDGUARD, RR, left, HZJ78MK2","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-mud-guard-fr-right-hzj78mk2-0666","MUD GUARD, FR, right, HZJ78MK2","Vehicle Parts","supply","MUD GUARD, FR, right, HZJ78MK2","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-mud-guard-fr-left-hzj78mk2-0667","MUD GUARD, FR, left, HZJ78MK2","Vehicle Parts","supply","MUD GUARD, FR, left, HZJ78MK2","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-cap-fuel-tank-w-o-lock-hzj76-78-0668","CAP fuel tank w/o lock, HZJ76/78","Vehicle Parts","supply","CAP fuel tank w/o lock, HZJ76/78","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-band-sub-fuel-tank-hzj78-79-0669","BAND SUB FUEL TANK, HZJ78/79","Vehicle Parts","supply","BAND SUB FUEL TANK, HZJ78/79","","","L","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-solenoid-fuel-tank-main-valve-hzj78-79-m-0670","SOLENOID fuel tank, main valve, HZJ78/79 Mk1","Vehicle Parts","supply","SOLENOID fuel tank, main valve, HZJ78/79 Mk1","","","L","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-solenoid-fuel-tank-return-valve-hzj78-79-0671","SOLENOID fuel tank, return valve, HZJ78/79","Vehicle Parts","supply","SOLENOID fuel tank, return valve, HZJ78/79","","","L","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-solenoid-fuel-tank-return-valve-hzj7-mk2-0672","SOLENOID fuel tank, return valve, HZJ7#MK2","Vehicle Parts","supply","SOLENOID fuel tank, return valve, HZJ7#MK2","","","L","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-cable-accelerator-lhd-hzj7-0673","CABLE accelerator, LHD, HZJ7#","Vehicle Parts","supply","CABLE accelerator, LHD, HZJ7#","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-headlamp-assy-right-hzj78-79-mk2-rhd-0674","HEADLAMP ASSY, right, HZJ78/79 Mk2 RHD","Vehicle Parts","supply","HEADLAMP ASSY, right, HZJ78/79 Mk2 RHD","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-headlamp-assy-right-hzj78-79-mk2-lhd-0675","HEADLAMP ASSY, right, HZJ78/79 Mk2 LHD","Vehicle Parts","supply","HEADLAMP ASSY, right, HZJ78/79 Mk2 LHD","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-unit-assy-head-lamp-lefth-lh202-lhd-0676","UNIT ASSY HEAD LAMP LEFTH, LH202 LHD","Vehicle Parts","supply","UNIT ASSY HEAD LAMP LEFTH, LH202 LHD","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-headlamp-assy-left-hzj78-79-mk2-rhd-0677","HEADLAMP ASSY, left, HZJ78/79 Mk2 RHD","Vehicle Parts","supply","HEADLAMP ASSY, left, HZJ78/79 Mk2 RHD","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-headlamp-assy-left-hzj78-79-mk2-lhd-0678","HEADLAMP ASSY, left, HZJ78/79 Mk2 LHD","Vehicle Parts","supply","HEADLAMP ASSY, left, HZJ78/79 Mk2 LHD","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-lens-combination-lamp-rr-right-hzj79-0679","LENS combination lamp, RR, right, HZJ79","Vehicle Parts","supply","LENS combination lamp, RR, right, HZJ79","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-lens-combination-lamp-rr-right-hzj76-0680","LENS combination lamp, RR, right, HZJ76","Vehicle Parts","supply","LENS combination lamp, RR, right, HZJ76","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-lens-combination-lamp-rr-right-hzj76-78-0681","LENS combination lamp, RR, right, HZJ76/78","Vehicle Parts","supply","LENS combination lamp, RR, right, HZJ76/78","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-lens-rear-combination-lens-lh-lh202-0682","LENS, REAR COMBINATION LENS, LH, LH202","Vehicle Parts","supply","LENS, REAR COMBINATION LENS, LH, LH202","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-lens-combination-lamp-rr-left-hzj79-0683","LENS combination lamp, RR, left, HZJ79","Vehicle Parts","supply","LENS combination lamp, RR, left, HZJ79","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-lens-combination-lamp-rr-left-hzj76-0684","LENS combination lamp, RR, left, HZJ76","Vehicle Parts","supply","LENS combination lamp, RR, left, HZJ76","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-lens-combination-lamp-rr-left-hzj78-0685","LENS combination lamp, RR, left, HZJ78","Vehicle Parts","supply","LENS combination lamp, RR, left, HZJ78","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-lamp-assy-side-turn-signal-kun-lan15-25-0686","LAMP ASSY side turn signal, KUN/LAN15/25","Vehicle Parts","supply","LAMP ASSY side turn signal, KUN/LAN15/25","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-sensor-speedometer-hzj78-79-0687","SENSOR speedometer, HZJ78/79","Vehicle Parts","supply","SENSOR speedometer, HZJ78/79","","","M","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-fuel-level-sensor-tank-hzj78-79-2007-01--0688","FUEL LEVEL SENSOR tank, HZJ78/79, 2007/01-2009/07","Vehicle Parts","supply","FUEL LEVEL SENSOR tank, HZJ78/79, 2007/01-2009/07","","","L","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-fuel-gauge-assy-for-front-main-tank-0689","Fuel gauge assy for FRONT main tank","Vehicle Parts","supply","Fuel gauge assy for FRONT main tank","","","L","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-fuel-level-sensor-main-tank-hzj78-79-200-0690","FUEL LEVEL SENSOR main-tank, HZJ78/79 2009/07-2016/08","Vehicle Parts","supply","FUEL LEVEL SENSOR main-tank, HZJ78/79 2009/07-2016/08","","","L","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-switch-reverse-lamp-hzj7-mk2-0691","SWITCH reverse lamp, HZJ7#MK2","Vehicle Parts","supply","SWITCH reverse lamp, HZJ7#MK2","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-spiral-contact-horn-w-airbag-hzj7-after2-0692","SPIRAL/CONTACT horn w/airbag, HZJ7# after2009/07","Vehicle Parts","supply","SPIRAL/CONTACT horn w/airbag, HZJ7# after2009/07","","","KG","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-spiral-contact-horn-wo-airbag-hzj7-after-0693","SPIRAL/CONTACT horn wo/airbag, HZJ7# after2009/07","Vehicle Parts","supply","SPIRAL/CONTACT horn wo/airbag, HZJ7# after2009/07","","","KG","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-pin-horn-contact-hzj7-2009-0694","PIN horn contact, HZJ7# >2009","Vehicle Parts","supply","PIN horn contact, HZJ7# >2009","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-switch-parking-brake-hzj7-0695","SWITCH parking brake, HZJ7#","Vehicle Parts","supply","SWITCH parking brake, HZJ7#","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-switch-windshield-wiper-w-inter-wipper-l-0696","SWITCH windshield wiper, w/inter. wipper, LHD, HZJ7#>2009/07","Vehicle Parts","supply","SWITCH windshield wiper, w/inter. wipper, LHD, HZJ7#>2009/07","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"GEN-blade-front-wiper-rh-lan25-0697","BLADE FRONT WIPER RH LAN25","General Supplies","supply","BLADE FRONT WIPER RH LAN25","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-wiper-blade-fr-right-lh202-0698","WIPER BLADE, FR, right, LH202","Vehicle Parts","supply","WIPER BLADE, FR, right, LH202","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-blade-fr-wiper-rh-gun125-0699","BLADE, FR wiper, RH, GUN125","Vehicle Parts","supply","BLADE, FR wiper, RH, GUN125","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-wiper-blade-fr-left-kun-lan15-25-0700","WIPER BLADE, FR, left, KUN/LAN15/25","Vehicle Parts","supply","WIPER BLADE, FR, left, KUN/LAN15/25","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-blade-fr-wiper-lh-gun125-0701","BLADE, FR wiper, LH, GUN125","Vehicle Parts","supply","BLADE, FR wiper, LH, GUN125","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-wiper-blade-fr-left-hzj7-0702","WIPER BLADE, FR, left, HZJ7#","Vehicle Parts","supply","WIPER BLADE, FR, left, HZJ7#","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-rear-blade-assy-windshield-lh202-0703","REAR BLADE ASSY WINDSHIELD LH202","Vehicle Parts","supply","REAR BLADE ASSY WINDSHIELD LH202","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-cover-windshield-wiper-arm-hzj78-79-2012-0704","COVER windshield wiper arm, HZJ78/79>2012/08","Vehicle Parts","supply","COVER windshield wiper arm, HZJ78/79>2012/08","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"GEN-motor-pump-assy-windshield-washer-0705","MOTOR & PUMP ASSY windshield washer","General Supplies","supply","MOTOR & PUMP ASSY windshield washer","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"GEN-washer-pump-windshield-grommet-0706","WASHER PUMP windshield + grommet","General Supplies","supply","WASHER PUMP windshield + grommet","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-nozzle-windshield-washer-hzj7-0707","NOZZLE windshield washer, HZJ7#","Vehicle Parts","supply","NOZZLE windshield washer, HZJ7#","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-horn-assy-high-pitched-hzj7-0708","HORN ASSY high pitched, HZJ7#","Vehicle Parts","supply","HORN ASSY high pitched, HZJ7#","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-horn-assy-high-pitched-hzj7-mk2-0709","HORN ASSY high pitched, HZJ7#MK2","Vehicle Parts","supply","HORN ASSY high pitched, HZJ7#MK2","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-horn-assy-low-pitched-hzj7-0710","HORN ASSY low pitched, HZJ7#","Vehicle Parts","supply","HORN ASSY low pitched, HZJ7#","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-horn-assy-low-pitched-hzj7-mk2-0711","HORN ASSY low pitched, HZJ7#MK2","Vehicle Parts","supply","HORN ASSY low pitched, HZJ7#MK2","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-inner-mirror-hzj78-79-0712","INNER MIRROR, HZJ78/79","Vehicle Parts","supply","INNER MIRROR, HZJ78/79","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"GEN-mirror-outer-right-0713","MIRROR, outer, right","General Supplies","supply","MIRROR, outer, right","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-side-mirror-assy-right-hzj7-0714","SIDE MIRROR assy, right, HZJ7#","Vehicle Parts","supply","SIDE MIRROR assy, right, HZJ7#","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-side-mirror-assy-left-kun-lan15-25-lhd-0715","SIDE MIRROR assy, left, KUN/LAN15/25 LHD","Vehicle Parts","supply","SIDE MIRROR assy, left, KUN/LAN15/25 LHD","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-side-mirror-assy-left-hzj7-0716","SIDE MIRROR assy, left, HZJ7#","Vehicle Parts","supply","SIDE MIRROR assy, left, HZJ7#","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-mirror-outer-rear-view-left-hzj78-79-0717","MIRROR, outer rear view, left, HZJ78/79","Vehicle Parts","supply","MIRROR, outer rear view, left, HZJ78/79","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-pulley-tension-airconditioner-belt-hzj7-0718","PULLEY tension, airconditioner belt, HZJ7#","Vehicle Parts","supply","PULLEY tension, airconditioner belt, HZJ7#","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-gasket-drain-plug-0719","(Avanza) GASKET drain plug","Vehicle Parts","supply","(Avanza) GASKET drain plug","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-spark-plug-0720","(Avanza F653) SPARK PLUG","Vehicle Parts","supply","(Avanza F653) SPARK PLUG","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"GEN-socket-signal-front-0721","SOCKET SIGNAL front","General Supplies","supply","SOCKET SIGNAL front","","","L","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"GEN-cocket-clearance-lamp-0722","COCKET CLEARANCE LAMP","General Supplies","supply","COCKET CLEARANCE LAMP","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-bearing-for-alternator-0723","BEARING for alternator","Vehicle Parts","supply","BEARING for alternator","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"WHL-screw-propeller-shaft-to-axle-fr-hzj7-0724","SCREW propeller shaft to axle, FR, HZJ7#","Warehouse & Logistics","supply","SCREW propeller shaft to axle, FR, HZJ7#","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-drain-plug-fuel-tank-hzj-0725","DRAIN PLUG fuel tank, HZJ#","Vehicle Parts","supply","DRAIN PLUG fuel tank, HZJ#","","","L","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-bolt-hex-for-front-disc-brake-caliper-hi-0726","BOLT HEX FOR FRONT DISC BRAKE CALIPER hilux/hiace/HZJ78/79","Vehicle Parts","supply","BOLT HEX FOR FRONT DISC BRAKE CALIPER hilux/hiace/HZJ78/79","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"GEN-screw-lower-arm-to-chassis-fr-hzj-0727","SCREW lower arm to chassis, FR, HZJ#","General Supplies","supply","SCREW lower arm to chassis, FR, HZJ#","","","M","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-countersunk-screw-brake-drum-rr-hzj7-0728","COUNTERSUNK SCREW brake drum, RR, HZJ7#","Vehicle Parts","supply","COUNTERSUNK SCREW brake drum, RR, HZJ7#","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"WHL-screw-fr-propeller-shaft-to-transfer-box-0729","SCREW FR propeller shaft to transfer box, HZJ7#","Warehouse & Logistics","supply","SCREW FR propeller shaft to transfer box, HZJ7#","","","BX","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"GEN-bolt-weld-0730","BOLT weld","General Supplies","supply","BOLT weld","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-stud-wheel-hub-fr-rr-hzj7-0731","STUD wheel hub, FR&RR, HZJ7#","Vehicle Parts","supply","STUD wheel hub, FR&RR, HZJ7#","","","L","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-u-bolt-spring-8-leaves-210mm-rr-hzj7-0732","U-BOLT spring 8 leaves, 210mm, RR, HZJ7#","Vehicle Parts","supply","U-BOLT spring 8 leaves, 210mm, RR, HZJ7#","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-screw-stabilizer-bar-end-fr-hzj7-0733","SCREW stabilizer bar end, FR, HZJ7#","Vehicle Parts","supply","SCREW stabilizer bar end, FR, HZJ7#","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-screw-shock-absorber-fixation-rr-hzj7-0734","SCREW shock absorber fixation, RR, HZJ7#","Vehicle Parts","supply","SCREW shock absorber fixation, RR, HZJ7#","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-screw-axle-bearing-knuckle-hzj7-0735","SCREW axle bearing knuckle, HZJ7#","Vehicle Parts","supply","SCREW axle bearing knuckle, HZJ7#","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-screw-lower-arm-and-panhard-rod-fr-hzj7-0736","SCREW lower arm and Panhard rod, FR, HZJ7#","Vehicle Parts","supply","SCREW lower arm and Panhard rod, FR, HZJ7#","","","M","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-stud-axle-bearing-knuckle-hzj7-0737","STUD axle bearing knuckle, HZJ7#","Vehicle Parts","supply","STUD axle bearing knuckle, HZJ7#","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-nut-stud-wheel-hub-hzj78-79-0738","NUT stud wheel hub, HZJ78/79","Vehicle Parts","supply","NUT stud wheel hub, HZJ78/79","","","L","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-nut-lower-arm-to-chassis-hzj7-0739","NUT lower arm to chassis, HZJ7#","Vehicle Parts","supply","NUT lower arm to chassis, HZJ7#","","","M","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-wing-nut-air-cleaner-cover-hzj7-0740","WING NUT air cleaner cover, HZJ7#","Vehicle Parts","supply","WING NUT air cleaner cover, HZJ7#","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-nut-drive-pinion-flange-fr-hzj7-0741","NUT drive pinion flange, FR, HZJ7#","Vehicle Parts","supply","NUT drive pinion flange, FR, HZJ7#","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"WHL-nut-propeller-shaft-to-differential-fr-h-0742","NUT propeller shaft to differential, FR, HZJ7#","Warehouse & Logistics","supply","NUT propeller shaft to differential, FR, HZJ7#","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"WHL-nut-propeller-shaft-to-differential-rr-h-0743","NUT propeller shaft to differential, RR, HZJ7#","Warehouse & Logistics","supply","NUT propeller shaft to differential, RR, HZJ7#","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-nut-exhaust-pipe-to-manifold-hzj7-0744","NUT exhaust pipe to manifold, HZJ7#","Vehicle Parts","supply","NUT exhaust pipe to manifold, HZJ7#","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-nut-u-bolt-rr-hzj7-0745","NUT U-bolt, RR, HZJ7#","Vehicle Parts","supply","NUT U-bolt, RR, HZJ7#","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-nut-lower-arm-to-differential-carrier-fr-0746","NUT lower arm to differential carrier, FR, HZJ7#","Vehicle Parts","supply","NUT lower arm to differential carrier, FR, HZJ7#","","","L","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"GEN-nut-output-transfer-box-0747","NUT output transfer box","General Supplies","supply","NUT output transfer box","","","BX","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-cap-glow-plug-hzj7-0748","CAP glow plug, HZJ7#","Vehicle Parts","supply","CAP glow plug, HZJ7#","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"GEN-lamp-grommet-high-mount-0749","LAMP GROMMET high mount","General Supplies","supply","LAMP GROMMET high mount","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"GEN-grommet-screw-0750","GROMMET screw","General Supplies","supply","GROMMET screw","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-washer-stud-wheel-hub-hzj7-0751","WASHER stud wheel hub, HZJ7#","Vehicle Parts","supply","WASHER stud wheel hub, HZJ7#","","","L","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"WHL-washer-propeller-shaft-hzj7-kun-lan-25-0752","WASHER propeller shaft, HZJ7# & KUN/LAN/25","Warehouse & Logistics","supply","WASHER propeller shaft, HZJ7# & KUN/LAN/25","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"GEN-washer-for-stud-steering-set-0753","WASHER for stud,steering set","General Supplies","supply","WASHER for stud,steering set","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-washer-u-bolt-hzj7-0754","WASHER U-bolt, HZJ7#","Vehicle Parts","supply","WASHER U-bolt, HZJ7#","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-washer-lower-arm-to-chassis-hzj7-0755","WASHER lower arm to chassis, HZJ7#","Vehicle Parts","supply","WASHER lower arm to chassis, HZJ7#","","","M","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-washer-for-rear-axle-shaft-rh-gun125-0756","WASHER, for rear axle shaft RH, GUN125","Vehicle Parts","supply","WASHER, for rear axle shaft RH, GUN125","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-c-washer-handbrake-rr-hzj7-0757","C-WASHER handbrake, RR, HZJ7#","Vehicle Parts","supply","C-WASHER handbrake, RR, HZJ7#","","","EA","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
"VPR-claw-washer-wheel-bearing-nut-fr-hzj7-0758","CLAW WASHER wheel bearing nut, FR, HZJ7#","Vehicle Parts","supply","CLAW WASHER wheel bearing nut, FR, HZJ7#","","","L","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","logistics_catalogue"
